iter	Passed	Remaining
1671	21084	41968
1672	21096	41953
1673	21108	41940
1674	21121	41927
1675	21133	41913
1676	21145	41899
1677	21159	41890
1678	21172	41879
1679	21185	41866
1680	21197	41852
1681	21208	41836
1682	21221	41824
1683	21235	41815
1684	21248	41803
1685	21261	41790
1686	21273	41777
1687	21286	41764
1688	21298	41752
1689	21310	41739
1690	21322	41725
1691	21334	41711
1692	21346	41697
1693	21358	41683
1694	21386	41701
1695	21399	41688
1696	21412	41676
1697	21424	41663
1698	21437	41651
1699	21453	41645
1700	21465	41631
1701	21477	41617
1702	21490	41605
1703	21507	41601
1704	21546	41639
1705	21560	41630
1706	21578	41628
1707	21615	41662
1708	21629	41651
1709	21640	41636
1710	21652	41621
1711	21664	41607
1712	21675	41592
1713	21688	41580
1714	21701	41568
1715	21714	41556
1716	21727	41543
1717	21738	41528
1718	21750	41514
1719	21763	41503
1720	21775	41487
1721	21786	41473
1722	21798	41459
1723	21812	41448
1724	21824	41435
1725	21837	41422
1726	21849	41408
1727	21861	41394
1728	21872	41380
1729	21884	41365
1730	21897	41352
1731	21909	41338
1732	21921	41326
1733	21933	41311
1734	21945	41298
1735	21956	41282
1736	21968	41268
1737	21980	41254
1738	21992	41241
1739	22005	41227
1740	22019	41218
1741	22032	41205
1742	22047	41198
1743	22059	41184
1744	22073	41174
1745	22085	41161
1746	22097	41146
1747	22109	41133
1748	22121	41118
1749	22134	41106
1750	22146	41093
1751	22159	41080
1752	22172	41069
1753	22183	41053
1754	22195	41040
1755	22209	41029
1756	22223	41019
1757	22237	41008
1758	22249	40995
1759	22262	40983
1760	22275	40971
1761	22290	40962
1762	22303	40951
1763	22317	40940
1764	22331	40930
1765	22344	40918
1766	22356	40904
1767	22370	40894
1768	22382	40880
1769	22397	40872
1770	22409	40859
1771	22422	40845
1772	22436	40835
1773	22450	40825
1774	22464	40815
1775	22476	40801
1776	22487	40786
1777	22500	40774
1778	22512	40761
1779	22526	40750
1780	22538	40736
1781	22553	40727
1782	22566	40715
1783	22580	40705
1784	22593	40693
1785	22605	40680
1786	22617	40666
1787	22630	40653
1788	22643	40642
1789	22657	40630
1790	22669	40617
1791	22683	40607
1792	22696	40594
1793	22716	40596
1794	22729	40583
1795	22741	40570
1796	22753	40556
1797	22765	40543
1798	22778	40529
1799	22789	40513
1800	22800	40499
1801	22812	40485
1802	22825	40472
1803	22838	40460
1804	22850	40446
1805	22861	40431
1806	22873	40418
1807	22886	40405
1808	22899	40394
1809	22914	40384
1810	22925	40370
1811	22938	40356
1812	22950	40343
1813	22962	40329
1814	22974	40315
1815	22985	40300
1816	22997	40286
1817	23008	40271
1818	23026	40267
1819	23043	40263
1820	23055	40248
1821	23066	40233
1822	23079	40220
1823	23090	40206
1824	23104	40194
1825	23115	40179
1826	23127	40165
1827	23140	40153
1828	23152	40140
1829	23164	40126
1830	23176	40112
1831	23188	40098
1832	23201	40086
1833	23212	40071
1834	23227	40062
1835	23241	40051
1836	23254	40040
1837	23267	40028
1838	23280	40016
1839	23292	40002
1840	23328	40028
1841	23341	40018
1842	23352	40002
1843	23364	39988
1844	23376	39974
1845	23390	39963
1846	23404	39952
1847	23421	39948
1848	23437	39940
1849	23451	39931
1850	23467	39923
1851	23484	39917
1852	23497	39905
1853	23508	39890
1854	23520	39877
1855	23534	39866
1856	23548	39855
1857	23565	39851
1858	23580	39841
1859	23595	39832
1860	23612	39827
1861	23626	39817
1862	23638	39803
1863	23649	39787
1864	23660	39773
1865	23672	39759
1866	23685	39746
1867	23697	39733
1868	23715	39728
1869	23727	39714
1870	23738	39699
1871	23754	39692
1872	23766	39678
1873	23777	39663
1874	23789	39648
1875	23806	39643
1876	23824	39640
1877	23837	39627
1878	23849	39614
1879	23862	39600
1880	23874	39587
1881	23886	39573
1882	23900	39563
1883	23917	39557
1884	23933	39549
1885	23944	39535
1886	23956	39521
1887	23968	39507
1888	23984	39500
1889	23996	39485
1890	24007	39470
1891	24018	39454
1892	24030	39440
1893	24043	39429
1894	24056	39416
1895	24070	39405
1896	24082	39392
1897	24095	39380
1898	24108	39368
1899	24122	39358
1900	24138	39350
1901	24156	39345
1902	24169	39334
1903	24182	39321
1904	24194	39308
1905	24206	39294
1906	24219	39281
1907	24231	39268
1908	24244	39255
1909	24256	39242
1910	24269	39230
1911	24281	39216
1912	24299	39211
1913	24315	39204
1914	24328	39192
1915	24339	39177
1916	24350	39162
1917	24362	39147
1918	24373	39132
1919	24385	39118
1920	24402	39111
1921	24422	39111
1922	24434	39098
1923	24446	39084
1924	24458	39069
1925	24468	39052
1926	24480	39039
1927	24492	39025
1928	24504	39011
1929	24516	38997
1930	24530	38986
1931	24543	38975
1932	24563	38974
1933	24582	38970
1934	24593	38955
1935	24604	38939
1936	24615	38924
1937	24627	38911
1938	24640	38898
1939	24653	38886
1940	24670	38879
1941	24682	38867
1942	24695	38854
1943	24708	38841
1944	24720	38827
1945	24735	38819
1946	24752	38812
1947	24765	38800
1948	24778	38788
1949	24790	38774
1950	24803	38762
1951	24816	38749
1952	24831	38740
1953	24844	38728
1954	24856	38714
1955	24867	38699
1956	24879	38686
1957	24891	38672
1958	24905	38661
1959	24917	38647
1960	24930	38634
1961	24942	38621
1962	24954	38608
1963	24968	38596
1964	24979	38581
1965	24990	38566
1966	25002	38551
1967	25014	38538
1968	25025	38523
1969	25037	38510
1970	25049	38495
1971	25062	38483
1972	25077	38473
1973	25091	38463
1974	25104	38451
1975	25118	38440
1976	25132	38429
1977	25145	38417
1978	25159	38406
1979	25172	38394
1980	25184	38380
1981	25197	38367
1982	25209	38354
1983	25222	38341
1984	25249	38351
1985	25261	38337
1986	25273	38323
1987	25285	38309
1988	25298	38297
1989	25309	38282
1990	25325	38273
1991	25342	38268
1992	25353	38253
1993	25365	38238
1994	25376	38224
1995	25388	38210
1996	25401	38197
1997	25414	38184
1998	25426	38171
1999	25439	38159
2000	25452	38147
2001	25464	38132
2002	25478	38122
2003	25500	38123
2004	25512	38109
2005	25524	38096
2006	25537	38082
2007	25549	38069
2008	25562	38057
2009	25582	38055
2010	25599	38048
2011	25610	38033
2012	25621	38019
2013	25633	38004
2014	25647	37993
2015	25665	37989
2016	25679	37977
2017	25695	37969
2018	25706	37955
2019	25721	37944
2020	25736	37935
2021	25748	37921
2022	25760	37908
2023	25772	37894
2024	25787	37884
2025	25803	37877
2026	25816	37865
2027	25832	37857
2028	25847	37847
2029	25861	37836
2030	25872	37821
2031	25884	37808
2032	25901	37801
2033	25921	37799
2034	25934	37786
2035	25947	37773
2036	25962	37764
2037	25979	37757
2038	25991	37744
2039	26002	37729
2040	26014	37715
2041	26026	37700
2042	26042	37692
2043	26061	37689
2044	26073	37675
2045	26084	37660
2046	26095	37645
2047	26108	37633
2048	26123	37623
2049	26140	37616
2050	26155	37607
2051	26166	37592
2052	26177	37577
2053	26192	37567
2054	26206	37556
2055	26222	37547
2056	26237	37537
2057	26253	37530
2058	26267	37519
2059	26278	37504
2060	26290	37490
2061	26302	37475
2062	26316	37466
2063	26331	37456
2064	26344	37443
2065	26356	37429
2066	26368	37415
2067	26381	37403
2068	26401	37401
2069	26413	37386
2070	26424	37372
2071	26439	37361
2072	26454	37352
2073	26467	37340
2074	26479	37326
2075	26491	37312
2076	26503	37298
2077	26516	37286
2078	26529	37274
2079	26542	37261
2080	26559	37255
2081	26578	37251
2082	26591	37238
2083	26603	37224
2084	26615	37211
2085	26627	37196
2086	26639	37183
2087	26653	37172
2088	26668	37162
2089	26682	37150
2090	26693	37136
2091	26704	37121
2092	26717	37108
2093	26733	37100
2094	26747	37088
2095	26758	37073
2096	26772	37063
2097	26788	37054
2098	26803	37044
2099	26815	37030
2100	26825	37014
2101	26837	37000
2102	26851	36988
2103	26867	36981
2104	26886	36977
2105	26897	36962
2106	26908	36947
2107	26925	36939
2108	26944	36934
2109	26956	36922
2110	26968	36907
2111	26979	36892
2112	26990	36877
2113	27002	36863
2114	27014	36849
2115	27028	36838
2116	27045	36831
2117	27057	36817
2118	27068	36802
2119	27082	36791
2120	27094	36777
2121	27106	36763
2122	27118	36749
2123	27132	36739
2124	27148	36730
2125	27160	36716
2126	27176	36707
2127	27194	36702
2128	27207	36690
2129	27218	36675
2130	27233	36664
2131	27249	36657
2132	27262	36644
2133	27274	36630
2134	27286	36615
2135	27301	36607
2136	27319	36600
2137	27331	36587
2138	27345	36575
2139	27361	36566
2140	27376	36557
2141	27389	36545
2142	27401	36531
2143	27413	36517
2144	27425	36503
2145	27438	36490
2146	27449	36475
2147	27461	36461
2148	27473	36448
2149	27485	36434
2150	27499	36422
2151	27512	36409
2152	27525	36397
2153	27537	36383
2154	27549	36370
2155	27562	36357
2156	27573	36342
2157	27584	36328
2158	27596	36313
2159	27608	36299
2160	27621	36286
2161	27632	36272
2162	27644	36259
2163	27656	36245
2164	27670	36233
2165	27683	36220
2166	27695	36207
2167	27706	36192
2168	27720	36180
2169	27732	36167
2170	27745	36154
2171	27759	36142
2172	27771	36129
2173	27784	36117
2174	27797	36104
2175	27815	36098
2176	27828	36085
2177	27840	36072
2178	27853	36060
2179	27866	36046
2180	27877	36033
2181	27889	36019
2182	27902	36005
2183	27913	35991
2184	27933	35986
2185	27944	35972
2186	27957	35960
2187	27969	35946
2188	27983	35935
2189	27995	35921
2190	28007	35907
2191	28019	35893
2192	28031	35879
2193	28043	35866
2194	28056	35853
2195	28069	35840
2196	28082	35828
2197	28094	35814
2198	28107	35802
2199	28120	35789
2200	28133	35777
2201	28145	35763
2202	28158	35751
2203	28170	35737
2204	28182	35723
2205	28193	35708
2206	28204	35693
2207	28217	35680
2208	28229	35667
2209	28251	35666
2210	28268	35658
2211	28281	35645
2212	28293	35632
2213	28305	35618
2214	28317	35604
2215	28330	35591
2216	28342	35578
2217	28355	35566
2218	28368	35553
2219	28382	35542
2220	28396	35530
2221	28408	35516
2222	28422	35505
2223	28434	35492
2224	28449	35481
2225	28461	35467
2226	28473	35455
2227	28486	35441
2228	28500	35430
2229	28513	35418
2230	28527	35406
2231	28539	35393
2232	28553	35381
2233	28565	35368
2234	28577	35354
2235	28589	35340
2236	28600	35325
2237	28613	35312
2238	28624	35298
2239	28637	35285
2240	28649	35272
2241	28661	35258
2242	28673	35243
2243	28685	35230
2244	28696	35215
2245	28710	35203
2246	28721	35189
2247	28734	35177
2248	28748	35165
2249	28764	35156
2250	28777	35143
2251	28789	35130
2252	28800	35115
2253	28815	35105
2254	28829	35094
2255	28843	35082
2256	28856	35070
2257	28876	35066
2258	28892	35057
2259	28912	35052
2260	28926	35042
2261	28938	35027
2262	28949	35013
2263	28961	34999
2264	28972	34985
2265	28983	34970
2266	28995	34955
2267	29007	34942
2268	29020	34929
2269	29034	34917
2270	29047	34905
2271	29061	34894
2272	29075	34882
2273	29088	34870
2274	29102	34858
2275	29116	34847
2276	29128	34834
2277	29141	34821
2278	29154	34808
2279	29171	34800
2280	29182	34786
2281	29195	34773
2282	29207	34759
2283	29218	34744
2284	29230	34731
2285	29243	34718
2286	29255	34704
2287	29266	34690
2288	29280	34678
2289	29293	34666
2290	29306	34653
2291	29318	34640
2292	29330	34626
2293	29343	34613
2294	29356	34600
2295	29369	34588
2296	29381	34574
2297	29392	34560
2298	29405	34546
2299	29418	34534
2300	29429	34519
2301	29443	34508
2302	29457	34497
2303	29469	34483
2304	29482	34470
2305	29495	34458
2306	29507	34444
2307	29520	34431
2308	29532	34418
2309	29544	34404
2310	29557	34391
2311	29569	34378
2312	29582	34365
2313	29596	34354
2314	29610	34342
2315	29622	34329
2316	29634	34316
2317	29647	34303
2318	29660	34290
2319	29674	34278
2320	29693	34273
2321	29705	34259
2322	29717	34246
2323	29729	34232
2324	29741	34218
2325	29753	34204
2326	29765	34190
2327	29776	34176
2328	29788	34163
2329	29803	34152
2330	29815	34138
2331	29828	34125
2332	29839	34111
2333	29851	34098
2334	29863	34084
2335	29877	34073
2336	29889	34059
2337	29902	34046
2338	29915	34033
2339	29929	34021
2340	29940	34008
2341	29953	33994
2342	29966	33981
2343	29979	33969
2344	29993	33958
2345	30007	33946
2346	30019	33933
2347	30031	33919
2348	30044	33907
2349	30056	33893
2350	30068	33880
2351	30081	33866
2352	30094	33854
2353	30106	33840
2354	30119	33828
2355	30132	33815
2356	30144	33802
2357	30157	33789
2358	30171	33777
2359	30183	33764
2360	30196	33752
2361	30209	33739
2362	30221	33726
2363	30234	33712
2364	30245	33698
2365	30258	33685
2366	30274	33676
2367	30287	33664
2368	30307	33659
2369	30319	33645
2370	30332	33632
2371	30344	33619
2372	30357	33606
2373	30370	33594
2374	30383	33581
2375	30396	33568
2376	30408	33555
2377	30421	33543
2378	30434	33530
2379	30446	33517
2380	30460	33504
2381	30472	33491
2382	30486	33479
2383	30498	33466
2384	30510	33452
2385	30522	33438
2386	30536	33427
2387	30548	33413
2388	30560	33400
2389	30575	33389
2390	30588	33377
2391	30601	33364
2392	30620	33358
2393	30632	33345
2394	30644	33331
2395	30656	33318
2396	30669	33305
2397	30682	33292
2398	30695	33279
2399	30710	33270
2400	30731	33265
2401	30746	33255
2402	30761	33245
2403	30776	33234
2404	30792	33225
2405	30805	33212
2406	30826	33208
2407	30838	33194
2408	30851	33181
2409	30863	33169
2410	30875	33155
2411	30887	33141
2412	30899	33127
2413	30912	33114
2414	30925	33102
2415	30939	33090
2416	30951	33076
2417	30962	33062
2418	30982	33057
2419	30994	33044
2420	31006	33030
2421	31017	33015
2422	31029	33001
2423	31041	32987
2424	31052	32973
2425	31065	32960
2426	31077	32946
2427	31088	32932
2428	31100	32918
2429	31112	32904
2430	31123	32890
2431	31135	32876
2432	31148	32863
2433	31161	32851
2434	31175	32840
2435	31188	32827
2436	31201	32814
2437	31214	32801
2438	31228	32790
2439	31241	32777
2440	31253	32764
2441	31265	32750
2442	31278	32737
2443	31290	32724
2444	31302	32710
2445	31314	32696
2446	31326	32683
2447	31338	32669
2448	31350	32656
2449	31363	32643
2450	31376	32631
2451	31388	32617
2452	31401	32604
2453	31413	32590
2454	31425	32577
2455	31438	32565
2456	31450	32551
2457	31463	32538
2458	31477	32527
2459	31491	32515
2460	31505	32503
2461	31519	32492
2462	31532	32480
2463	31548	32470
2464	31561	32457
2465	31577	32448
2466	31591	32436
2467	31605	32425
2468	31619	32413
2469	31634	32402
2470	31649	32392
2471	31662	32379
2472	31675	32367
2473	31689	32355
2474	31702	32342
2475	31715	32329
2476	31730	32319
2477	31744	32308
2478	31758	32296
2479	31773	32286
2480	31787	32274
2481	31803	32264
2482	31815	32251
2483	31828	32238
2484	31844	32229
2485	31859	32218
2486	31875	32208
2487	31888	32196
2488	31900	32182
2489	31912	32168
2490	31924	32155
2491	31936	32141
2492	31948	32127
2493	31960	32113
2494	31971	32099
2495	31983	32086
2496	31996	32073
2497	32010	32061
2498	32024	32050
2499	32036	32036
2500	32052	32026
2501	32065	32013
2502	32077	32001
2503	32090	31988
2504	32102	31974
2505	32114	31960
2506	32129	31950
2507	32141	31936
2508	32154	31923
2509	32165	31909
2510	32177	31895
2511	32189	31881
2512	32201	31867
2513	32212	31853
2514	32228	31844
2515	32248	31838
2516	32262	31827
2517	32282	31820
2518	32294	31807
2519	32306	31793
2520	32318	31779
2521	32330	31765
2522	32342	31752
2523	32354	31738
2524	32365	31725
2525	32378	31712
2526	32391	31699
2527	32405	31687
2528	32417	31674
2529	32430	31661
2530	32442	31647
2531	32456	31635
2532	32469	31623
2533	32482	31611
2534	32494	31597
2535	32507	31584
2536	32520	31571
2537	32532	31558
2538	32544	31544
2539	32557	31531
2540	32568	31517
2541	32585	31508
2542	32597	31495
2543	32609	31481
2544	32621	31468
2545	32633	31454
2546	32645	31440
2547	32658	31427
2548	32670	31414
2549	32682	31400
2550	32693	31386
2551	32704	31371
2552	32718	31360
2553	32732	31348
2554	32743	31334
2555	32755	31320
2556	32767	31306
2557	32780	31294
2558	32796	31283
2559	32808	31270
2560	32822	31259
2561	32834	31245
2562	32847	31232
2563	32860	31219
2564	32871	31205
2565	32883	31192
2566	32896	31179
2567	32909	31166
2568	32919	31151
2569	32932	31138
2570	32945	31126
2571	32958	31113
2572	32971	31100
2573	32983	31087
2574	32996	31074
2575	33012	31064
2576	33026	31052
2577	33038	31038
2578	33049	31025
2579	33062	31011
2580	33074	30998
2581	33086	30985
2582	33099	30971
2583	33111	30958
2584	33129	30950
2585	33141	30937
2586	33154	30924
2587	33167	30911
2588	33178	30897
2589	33191	30884
2590	33203	30871
2591	33215	30857
2592	33227	30843
2593	33238	30829
2594	33251	30817
2595	33263	30802
2596	33278	30792
2597	33290	30778
2598	33304	30767
2599	33316	30754
2600	33328	30740
2601	33341	30727
2602	33353	30714
2603	33366	30700
2604	33378	30687
2605	33392	30676
2606	33405	30663
2607	33424	30656
2608	33436	30642
2609	33449	30629
2610	33461	30616
2611	33473	30603
2612	33487	30591
2613	33500	30578
2614	33513	30565
2615	33525	30552
2616	33537	30538
2617	33549	30525
2618	33562	30512
2619	33574	30498
2620	33585	30484
2621	33599	30472
2622	33611	30459
2623	33624	30446
2624	33636	30432
2625	33648	30419
2626	33662	30407
2627	33676	30395
2628	33688	30382
2629	33705	30373
2630	33717	30360
2631	33730	30347
2632	33744	30335
2633	33757	30322
2634	33769	30309
2635	33783	30297
2636	33796	30284
2637	33808	30271
2638	33820	30258
2639	33834	30245
2640	33846	30232
2641	33859	30219
2642	33871	30206
2643	33891	30199
2644	33906	30188
2645	33919	30176
2646	33930	30161
2647	33942	30148
2648	33954	30134
2649	33969	30124
2650	33981	30110
2651	33993	30096
2652	34006	30083
2653	34018	30070
2654	34030	30057
2655	34044	30045
2656	34056	30031
2657	34068	30018
2658	34081	30005
2659	34093	29992
2660	34106	29979
2661	34118	29965
2662	34129	29951
2663	34141	29937
2664	34155	29925
2665	34171	29915
2666	34187	29906
2667	34202	29895
2668	34216	29883
2669	34228	29869
2670	34240	29856
2671	34252	29842
2672	34268	29832
2673	34279	29818
2674	34292	29805
2675	34305	29792
2676	34318	29779
2677	34330	29767
2678	34343	29754
2679	34355	29740
2680	34368	29727
2681	34382	29715
2682	34396	29703
2683	34409	29691
2684	34423	29679
2685	34437	29667
2686	34450	29655
2687	34465	29644
2688	34479	29633
2689	34493	29620
2690	34505	29607
2691	34518	29594
2692	34538	29588
2693	34551	29575
2694	34564	29562
2695	34579	29551
2696	34592	29539
2697	34605	29526
2698	34619	29514
2699	34631	29500
2700	34643	29487
2701	34656	29474
2702	34670	29462
2703	34684	29450
2704	34696	29437
2705	34710	29425
2706	34723	29412
2707	34737	29401
2708	34751	29389
2709	34767	29378
2710	34780	29366
2711	34793	29354
2712	34807	29341
2713	34826	29334
2714	34839	29321
2715	34853	29309
2716	34867	29297
2717	34880	29284
2718	34892	29271
2719	34906	29259
2720	34918	29246
2721	34932	29234
2722	34945	29221
2723	34958	29209
2724	34991	29212
2725	35002	29199
2726	35015	29185
2727	35026	29171
2728	35038	29158
2729	35050	29144
2730	35062	29130
2731	35075	29117
2732	35085	29102
2733	35096	29088
2734	35107	29074
2735	35121	29062
2736	35134	29050
2737	35148	29037
2738	35160	29024
2739	35172	29011
2740	35184	28997
2741	35197	28984
2742	35214	28975
2743	35228	28963
2744	35243	28952
2745	35259	28942
2746	35276	28932
2747	35291	28921
2748	35308	28912
2749	35326	28903
2750	35343	28893
2751	35359	28884
2752	35376	28874
2753	35391	28863
2754	35408	28853
2755	35424	28843
2756	35439	28832
2757	35454	28821
2758	35471	28811
2759	35488	28802
2760	35504	28792
2761	35520	28781
2762	35535	28770
2763	35550	28759
2764	35567	28749
2765	35582	28738
2766	35597	28727
2767	35612	28716
2768	35628	28706
2769	35643	28695
2770	35656	28682
2771	35671	28671
2772	35687	28660
2773	35701	28648
2774	35718	28639
2775	35733	28627
2776	35747	28616
2777	35764	28606
2778	35781	28596
2779	35795	28585
2780	35811	28574
2781	35827	28564
2782	35841	28551
2783	35857	28541
2784	35874	28532
2785	35892	28523
2786	35910	28514
2787	35924	28502
2788	35938	28490
2789	35952	28478
2790	35963	28464
2791	35974	28449
2792	35986	28435
2793	35998	28422
2794	36010	28408
2795	36026	28398
2796	36039	28385
2797	36051	28371
2798	36063	28358
2799	36076	28345
2800	36088	28332
2801	36101	28319
2802	36113	28305
2803	36125	28291
2804	36139	28280
2805	36150	28265
2806	36162	28252
2807	36175	28239
2808	36192	28230
2809	36213	28223
2810	36228	28212
2811	36246	28203
2812	36268	28197
2813	36281	28184
2814	36292	28170
2815	36305	28157
2816	36318	28144
2817	36350	28146
2818	36365	28135
2819	36381	28124
2820	36398	28114
2821	36412	28102
2822	36427	28091
2823	36443	28081
2824	36460	28071
2825	36475	28060
2826	36489	28047
2827	36505	28037
2828	36519	28025
2829	36535	28015
2830	36553	28005
2831	36569	27995
2832	36584	27984
2833	36599	27972
2834	36615	27961
2835	36631	27951
2836	36646	27940
2837	36668	27934
2838	36685	27924
2839	36703	27915
2840	36720	27905
2841	36734	27893
2842	36749	27881
2843	36763	27870
2844	36779	27859
2845	36795	27848
2846	36811	27837
2847	36825	27826
2848	36841	27815
2849	36857	27804
2850	36871	27792
2851	36888	27782
2852	36904	27772
2853	36920	27761
2854	36937	27751
2855	36951	27739
2856	36964	27726
2857	36981	27716
2858	36997	27705
2859	37013	27695
2860	37027	27683
2861	37044	27673
2862	37059	27661
2863	37075	27651
2864	37091	27640
2865	37105	27628
2866	37122	27618
2867	37137	27607
2868	37154	27597
2869	37169	27585
2870	37186	27575
2871	37201	27564
2872	37217	27553
2873	37233	27542
2874	37249	27532
2875	37266	27522
2876	37281	27510
2877	37296	27499
2878	37313	27489
2879	37330	27479
2880	37345	27467
2881	37360	27456
2882	37375	27445
2883	37391	27434
2884	37409	27425
2885	37423	27412
2886	37438	27401
2887	37451	27388
2888	37467	27377
2889	37483	27366
2890	37499	27355
2891	37513	27343
2892	37529	27333
2893	37548	27324
2894	37563	27313
2895	37579	27302
2896	37597	27292
2897	37614	27282
2898	37630	27272
2899	37646	27261
2900	37663	27251
2901	37680	27241
2902	37696	27230
2903	37711	27218
2904	37725	27206
2905	37740	27194
2906	37755	27183
2907	37772	27173
2908	37787	27161
2909	37804	27151
2910	37819	27140
2911	37834	27128
2912	37851	27118
2913	37867	27107
2914	37881	27095
2915	37897	27084
2916	37918	27077
2917	37935	27067
2918	37951	27055
2919	37965	27044
2920	37980	27032
2921	37992	27018
2922	38004	27004
2923	38016	26991
2924	38029	26978
2925	38043	26966
2926	38057	26953
2927	38070	26940
2928	38083	26927
2929	38094	26913
2930	38108	26900
2931	38121	26887
2932	38135	26875
2933	38148	26862
2934	38162	26850
2935	38174	26836
2936	38188	26824
2937	38200	26810
2938	38213	26797
2939	38225	26784
2940	38239	26771
2941	38251	26757
2942	38263	26744
2943	38276	26730
2944	38290	26718
2945	38303	26705
2946	38316	26692
2947	38327	26678
2948	38341	26665
2949	38353	26652
2950	38366	26639
2951	38379	26626
2952	38390	26612
2953	38403	26598
2954	38416	26586
2955	38428	26572
2956	38440	26558
2957	38452	26544
2958	38464	26531
2959	38476	26517
2960	38488	26503
2961	38492	26484
2962	38504	26471
2963	38517	26457
2964	38529	26444
2965	38540	26430
2966	38552	26416
2967	38564	26402
2968	38581	26392
2969	38593	26378
2970	38606	26365
2971	38617	26351
2972	38630	26338
2973	38642	26324
2974	38659	26314
2975	38673	26302
2976	38691	26292
2977	38709	26283
2978	38725	26272
2979	38741	26261
2980	38767	26256
2981	38786	26248
2982	38803	26237
2983	38819	26226
2984	38835	26215
2985	38859	26209
2986	38875	26198
2987	38890	26187
2988	38906	26176
2989	38922	26165
2990	38939	26155
2991	38954	26143
2992	38974	26135
2993	38990	26123
2994	39007	26113
2995	39022	26102
2996	39037	26089
2997	39055	26080
2998	39070	26068
2999	39089	26059
3000	39106	26049
3001	39121	26037
3002	39138	26027
3003	39153	26015
3004	39170	26004
3005	39185	25993
3006	39203	25983
3007	39218	25971
3008	39235	25961
3009	39248	25948
3010	39264	25937
3011	39279	25925
3012	39294	25913
3013	39311	25903
3014	39327	25891
3015	39344	25881
3016	39352	25865
3017	39368	25854
3018	39384	25842
3019	39399	25831
3020	39417	25821
3021	39431	25809
3022	39447	25798
3023	39465	25788
3024	39479	25775
3025	39498	25766
3026	39513	25754
3027	39528	25742
3028	39542	25730
3029	39556	25718
3030	39571	25706
3031	39587	25695
3032	39605	25685
3033	39620	25673
3034	39635	25661
3035	39648	25648
3036	39662	25636
3037	39679	25625
3038	39694	25614
3039	39710	25602
3040	39724	25590
3041	39739	25578
3042	39754	25566
3043	39770	25555
3044	39786	25544
3045	39802	25533
3046	39821	25523
3047	39835	25511
3048	39851	25500
3049	39867	25489
3050	39883	25477
3051	39900	25467
3052	39916	25456
3053	39935	25446
3054	39954	25437
3055	39969	25425
3056	39989	25417
3057	40004	25404
3058	40020	25394
3059	40037	25383
3060	40053	25372
3061	40071	25362
3062	40086	25350
3063	40103	25339
3064	40120	25328
3065	40136	25317
3066	40152	25306
3067	40167	25294
3068	40181	25282
3069	40199	25272
3070	40216	25261
3071	40236	25252
3072	40252	25241
3073	40267	25229
3074	40282	25217
3075	40299	25206
3076	40315	25195
3077	40330	25183
3078	40344	25170
3079	40359	25158
3080	40374	25147
3081	40391	25136
3082	40407	25125
3083	40425	25115
3084	40440	25103
3085	40455	25091
3086	40470	25079
3087	40485	25067
3088	40501	25056
3089	40518	25045
3090	40535	25034
3091	40550	25022
3092	40565	25010
3093	40579	24998
3094	40594	24986
3095	40609	24974
3096	40624	24962
3097	40643	24953
3098	40658	24940
3099	40675	24930
3100	40689	24917
3101	40704	24905
3102	40719	24893
3103	40734	24881
3104	40750	24870
3105	40766	24859
3106	40784	24848
3107	40802	24838
3108	40817	24826
3109	40832	24814
3110	40848	24803
3111	40865	24792
3112	40880	24780
3113	40896	24768
3114	40910	24756
3115	40926	24744
3116	40939	24731
3117	40954	24720
3118	40972	24709
3119	40987	24697
3120	41006	24687
3121	41021	24676
3122	41036	24663
3123	41052	24652
3124	41067	24640
3125	41083	24629
3126	41098	24616
3127	41113	24605
3128	41129	24593
3129	41143	24580
3130	41157	24568
3131	41173	24556
3132	41188	24544
3133	41205	24533
3134	41222	24523
3135	41236	24510
3136	41252	24498
3137	41266	24486
3138	41281	24474
3139	41297	24462
3140	41312	24451
3141	41330	24440
3142	41345	24428
3143	41361	24417
3144	41376	24404
3145	41392	24393
3146	41410	24382
3147	41424	24370
3148	41443	24360
3149	41458	24348
3150	41474	24337
3151	41494	24327
3152	41509	24316
3153	41525	24304
3154	41541	24292
3155	41556	24280
3156	41571	24268
3157	41587	24257
3158	41603	24245
3159	41618	24233
3160	41636	24222
3161	41650	24210
3162	41666	24198
3163	41680	24186
3164	41697	24175
3165	41712	24163
3166	41728	24151
3167	41745	24140
3168	41760	24128
3169	41775	24116
3170	41789	24103
3171	41803	24091
3172	41820	24080
3173	41835	24068
3174	41853	24057
3175	41867	24044
3176	41882	24032
3177	41896	24020
3178	41911	24008
3179	41928	23996
3180	41941	23983
3181	41958	23972
3182	41972	23959
3183	41994	23951
3184	42010	23940
3185	42025	23927
3186	42043	23917
3187	42058	23905
3188	42073	23893
3189	42088	23881
3190	42103	23868
3191	42122	23858
3192	42137	23846
3193	42152	23834
3194	42170	23823
3195	42186	23812
3196	42201	23800
3197	42217	23788
3198	42232	23776
3199	42249	23765
3200	42265	23753
3201	42283	23743
3202	42300	23731
3203	42315	23719
3204	42330	23707
3205	42346	23696
3206	42364	23685
3207	42379	23673
3208	42397	23662
3209	42418	23653
3210	42433	23641
3211	42448	23629
3212	42465	23618
3213	42481	23606
3214	42498	23595
3215	42515	23584
3216	42533	23573
3217	42548	23561
3218	42564	23549
3219	42580	23538
3220	42596	23526
3221	42613	23515
3222	42629	23503
3223	42646	23492
3224	42660	23479
