iter	MultiClass
1376	-0.1033164914
1377	-0.1033026051
1378	-0.1032932576
1379	-0.1032556131
1380	-0.1032324859
1381	-0.1032073114
1382	-0.1031937976
1383	-0.1031896933
1384	-0.1031637427
1385	-0.103154849
1386	-0.1031347622
1387	-0.1031238871
1388	-0.1030976749
1389	-0.1030754723
1390	-0.1030649175
1391	-0.1030452699
1392	-0.1030397377
1393	-0.1030376625
1394	-0.103026095
1395	-0.1030081385
1396	-0.1029990904
1397	-0.1029706082
1398	-0.102957256
1399	-0.1029464743
1400	-0.1029227578
1401	-0.1029140092
1402	-0.1029027702
1403	-0.10288541
1404	-0.1028771185
1405	-0.1028571383
1406	-0.1028489319
1407	-0.1028447966
1408	-0.1028323437
1409	-0.1028192223
1410	-0.1028056728
1411	-0.1027938756
1412	-0.1027701607
1413	-0.1027582394
1414	-0.1027254719
1415	-0.1027154979
1416	-0.1027045543
1417	-0.102665996
1418	-0.1026270602
1419	-0.1026114735
1420	-0.1025945082
1421	-0.1025798729
1422	-0.1025603314
1423	-0.1025476346
1424	-0.102542986
1425	-0.1025286529
1426	-0.1025210987
1427	-0.1025078074
1428	-0.1024972934
1429	-0.1024891594
1430	-0.1024724285
1431	-0.1024647585
1432	-0.1024561268
1433	-0.1024513853
1434	-0.1024288963
1435	-0.1024147507
1436	-0.1023915944
1437	-0.1023701422
1438	-0.1023564
1439	-0.1023246738
1440	-0.1023169756
1441	-0.1023053432
1442	-0.1022947472
1443	-0.1022843093
1444	-0.1022515921
1445	-0.1022395417
1446	-0.1022217499
1447	-0.102209951
1448	-0.1022015049
1449	-0.1021931554
1450	-0.102169549
1451	-0.1021549394
1452	-0.1021339594
1453	-0.1021164019
1454	-0.1021061922
1455	-0.1020979493
1456	-0.1020903064
1457	-0.1020701406
1458	-0.1020523702
1459	-0.1020405869
1460	-0.1020321384
1461	-0.1020226269
1462	-0.102002148
1463	-0.1019870422
1464	-0.1019687739
1465	-0.1019481258
1466	-0.1019360152
1467	-0.1019229803
1468	-0.1019097214
1469	-0.1019001892
1470	-0.1018852894
1471	-0.1018691474
1472	-0.1018503724
1473	-0.101837693
1474	-0.1018304514
1475	-0.1018188661
1476	-0.1018017011
1477	-0.1017697815
1478	-0.1017544332
1479	-0.1017434361
1480	-0.1017394057
1481	-0.1017268484
1482	-0.1017215878
1483	-0.1016954037
1484	-0.1016829819
1485	-0.101675449
1486	-0.1016588051
1487	-0.1016468777
1488	-0.1016325294
1489	-0.101626531
1490	-0.1016218647
1491	-0.1016094799
1492	-0.1015947983
1493	-0.101587748
1494	-0.1015827083
1495	-0.1015749999
1496	-0.1015571192
1497	-0.1015523847
1498	-0.1015164929
1499	-0.1015066011
1500	-0.1014927727
1501	-0.1014707755
1502	-0.1014623419
1503	-0.1014538209
1504	-0.1014416211
1505	-0.1014394461
1506	-0.1014304813
1507	-0.1014200908
1508	-0.1014066034
1509	-0.1013946876
1510	-0.1013771697
1511	-0.101363228
1512	-0.1013511336
1513	-0.1013352246
1514	-0.1013218729
1515	-0.1013148357
1516	-0.1013092453
1517	-0.1012865985
1518	-0.1012723404
1519	-0.1012653702
1520	-0.1012429714
1521	-0.1012309528
1522	-0.1012173447
1523	-0.101199113
1524	-0.1011821265
1525	-0.1011504037
1526	-0.1011417843
1527	-0.1011257405
1528	-0.1011061751
1529	-0.1010755248
1530	-0.1010685978
1531	-0.1010627339
1532	-0.1010503911
1533	-0.1010431688
1534	-0.1010276641
1535	-0.1010159378
1536	-0.1010023374
1537	-0.1009944823
1538	-0.1009812623
1539	-0.1009677609
1540	-0.1009605966
1541	-0.1009407451
1542	-0.1009268321
1543	-0.1009199474
1544	-0.1008828938
1545	-0.1008739942
1546	-0.1008605536
1547	-0.10085093
1548	-0.1008414154
1549	-0.1008371797
1550	-0.1008250112
1551	-0.1008024261
1552	-0.1007935669
1553	-0.1007699844
1554	-0.1007568539
1555	-0.1007489457
1556	-0.1007413239
1557	-0.1007229422
1558	-0.1007165376
1559	-0.1007030099
1560	-0.1006923277
1561	-0.1006671045
1562	-0.1006586438
1563	-0.1006526284
1564	-0.1006447162
1565	-0.1006297194
1566	-0.1006228091
1567	-0.1006183911
1568	-0.1006091328
1569	-0.1006018015
1570	-0.100578258
1571	-0.100569402
1572	-0.1005377407
1573	-0.1005209164
1574	-0.1005056891
1575	-0.1004998668
1576	-0.1004896001
1577	-0.1004822701
1578	-0.1004752395
1579	-0.1004600512
1580	-0.1004470364
1581	-0.1004174076
1582	-0.1004092292
1583	-0.1004000549
1584	-0.1003894695
1585	-0.1003764306
1586	-0.1003662792
1587	-0.1003601279
1588	-0.1003538759
1589	-0.1003467238
1590	-0.1003442025
1591	-0.1003375993
1592	-0.1003318006
1593	-0.1003156222
1594	-0.1003105991
1595	-0.1002988197
1596	-0.10027398
1597	-0.1002676409
1598	-0.1002569473
1599	-0.1002419976
1600	-0.1002126859
1601	-0.1002033717
1602	-0.1001753054
1603	-0.1001694255
1604	-0.1001660563
1605	-0.1001551067
1606	-0.1001492769
1607	-0.1001388081
1608	-0.1001328129
1609	-0.1001270876
1610	-0.1000879042
1611	-0.100079886
1612	-0.1000716771
1613	-0.1000670068
1614	-0.1000522718
1615	-0.1000434768
1616	-0.1000375398
1617	-0.1000179126
1618	-0.1000103729
1619	-0.1000007972
1620	-0.0999898978
1621	-0.0999823347
1622	-0.09997661052
1623	-0.09996576417
1624	-0.0999573514
1625	-0.09995033073
1626	-0.09992606971
1627	-0.09991904681
1628	-0.09991447929
1629	-0.09990237059
1630	-0.09989019714
1631	-0.09988233962
1632	-0.09987296995
1633	-0.09986219758
1634	-0.09985332028
1635	-0.09983860749
1636	-0.09983694287
1637	-0.09983384727
1638	-0.09982285422
1639	-0.09981649367
1640	-0.09981242908
1641	-0.09980500985
1642	-0.09979733708
1643	-0.09978807557
1644	-0.0997760121
1645	-0.09976258416
1646	-0.09975613364
1647	-0.09974568262
1648	-0.09973592353
1649	-0.09972096805
1650	-0.09971010721
1651	-0.09970429342
1652	-0.09968844821
1653	-0.0996816154
1654	-0.09967318485
1655	-0.0996666837
1656	-0.09964592333
1657	-0.09963800754
1658	-0.09962994818
1659	-0.0996160402
1660	-0.09959989724
1661	-0.09958249685
1662	-0.09957852255
1663	-0.09956035923
1664	-0.09955183543
1665	-0.09954392775
1666	-0.09952978384
1667	-0.09952168854
1668	-0.0995091371
1669	-0.09950133073
1670	-0.09947988403
1671	-0.09947387131
1672	-0.09945575879
1673	-0.09943047205
1674	-0.09941405329
1675	-0.09940142394
1676	-0.09938730197
1677	-0.09936804788
1678	-0.09936063144
1679	-0.09934696539
1680	-0.09934092959
1681	-0.09931271411
1682	-0.09930258754
1683	-0.09929933674
1684	-0.09929138123
1685	-0.09928210481
1686	-0.0992727027
1687	-0.09926448359
1688	-0.09925579161
1689	-0.0992518962
1690	-0.09923745366
1691	-0.09922885154
1692	-0.09921239677
1693	-0.0991994705
1694	-0.09918379855
1695	-0.09916560282
1696	-0.09915834446
1697	-0.09914080626
1698	-0.09913588364
1699	-0.09912223171
1700	-0.09911455588
1701	-0.09910943893
1702	-0.09910014408
1703	-0.09908826073
1704	-0.09908182926
1705	-0.09907661813
1706	-0.09906784647
1707	-0.09906152859
1708	-0.09905275237
1709	-0.09904206464
1710	-0.09903594195
1711	-0.09902372783
1712	-0.09901240971
1713	-0.09900394294
1714	-0.09899964094
1715	-0.09899478229
1716	-0.09898786344
1717	-0.09898407077
1718	-0.0989583311
1719	-0.09895614993
1720	-0.09895104165
1721	-0.09894652587
1722	-0.09892534121
1723	-0.09891932913
1724	-0.09891159364
1725	-0.09890525177
1726	-0.09889620092
1727	-0.09888056332
1728	-0.09886743412
1729	-0.09886422561
1730	-0.09885366096
1731	-0.09884595826
1732	-0.09881611146
1733	-0.09880354667
1734	-0.09878281479
1735	-0.09876944005
1736	-0.09876196295
1737	-0.09875484988
1738	-0.09875061205
1739	-0.09873907301
1740	-0.09873453654
1741	-0.09873136798
1742	-0.09872341402
1743	-0.09871603129
1744	-0.09869665008
1745	-0.09869101825
1746	-0.09868279671
1747	-0.09867212776
1748	-0.09866748097
1749	-0.0986600021
1750	-0.0986517024
1751	-0.09864411728
1752	-0.09864160265
1753	-0.09863950733
1754	-0.09862486847
1755	-0.09861679813
1756	-0.09860562179
1757	-0.09858997594
1758	-0.09858150959
1759	-0.09857288793
1760	-0.09856670108
1761	-0.0985624968
1762	-0.09854954009
1763	-0.09854443089
1764	-0.0985364535
1765	-0.09852556245
1766	-0.0985184557
1767	-0.098509006
1768	-0.09850272008
1769	-0.09848957737
1770	-0.0984843258
1771	-0.09847712864
1772	-0.09846992014
1773	-0.09846223663
1774	-0.09845311706
1775	-0.09844565597
1776	-0.09843197487
1777	-0.09842324496
1778	-0.09841714204
1779	-0.09840965586
1780	-0.09840527636
1781	-0.09840146423
1782	-0.09838307632
1783	-0.09837501899
1784	-0.09836891441
1785	-0.09835907923
1786	-0.09835390982
1787	-0.09833442807
1788	-0.09833059762
1789	-0.09832316286
1790	-0.09831642889
1791	-0.09830688087
1792	-0.09829974241
1793	-0.09829061898
1794	-0.0982705037
1795	-0.09826588962
1796	-0.09825967509
1797	-0.09825394974
1798	-0.09824494218
1799	-0.0982279192
1800	-0.09822031435
1801	-0.0982139776
1802	-0.09820855169
1803	-0.09819651677
1804	-0.09818128058
1805	-0.09815600197
1806	-0.09815090969
1807	-0.09814310027
1808	-0.09813567636
1809	-0.09812604258
1810	-0.09811828184
1811	-0.09810422253
1812	-0.098098532
1813	-0.09809260904
1814	-0.0980833593
1815	-0.098075656
1816	-0.09807212229
1817	-0.09806637885
1818	-0.09805956093
1819	-0.0980517283
1820	-0.09804383365
1821	-0.09802552546
1822	-0.09801983978
1823	-0.09801482498
1824	-0.09800274108
1825	-0.09799865465
1826	-0.09798322421
1827	-0.09797766319
1828	-0.09797362823
1829	-0.09796645582
1830	-0.09794762222
1831	-0.09792657471
1832	-0.09791872307
1833	-0.09791064169
1834	-0.09790139091
1835	-0.09789498445
1836	-0.09789204882
1837	-0.09788053067
1838	-0.09786200487
1839	-0.09785639119
1840	-0.09785042831
1841	-0.09783838893
1842	-0.09782930878
1843	-0.09782152987
1844	-0.09781888552
1845	-0.09781537752
1846	-0.09780723456
1847	-0.09778626503
1848	-0.09777913578
1849	-0.09777186724
1850	-0.09776677005
1851	-0.0977601177
1852	-0.09775478044
1853	-0.09775121588
1854	-0.0977438673
1855	-0.0977225662
1856	-0.09771095979
1857	-0.09770731294
1858	-0.09770183917
1859	-0.0976984272
1860	-0.09768891886
1861	-0.09768195296
1862	-0.09767788491
1863	-0.09766002065
1864	-0.09765408746
1865	-0.09764697932
1866	-0.09763918997
1867	-0.09763560854
1868	-0.09763128587
1869	-0.09762783166
1870	-0.09761496427
1871	-0.09760623995
1872	-0.09760043579
1873	-0.09758688188
1874	-0.09758132586
1875	-0.09757929077
1876	-0.09756860837
1877	-0.09756169557
1878	-0.09755548514
1879	-0.09753682588
1880	-0.09752449622
1881	-0.09750985442
1882	-0.09750294733
1883	-0.09749459451
1884	-0.09747738492
1885	-0.09747029666
1886	-0.09745816839
1887	-0.09745417177
1888	-0.09744958742
1889	-0.09744162629
1890	-0.09743422866
1891	-0.09742594155
1892	-0.0974137992
1893	-0.09741053495
1894	-0.09740090934
1895	-0.09739757946
1896	-0.09738393484
1897	-0.09737740451
1898	-0.09736961743
1899	-0.09735994672
1900	-0.09735491089
1901	-0.09734731528
1902	-0.09734327239
1903	-0.09733728972
1904	-0.09733375399
1905	-0.09732748133
1906	-0.09731783862
1907	-0.09730984777
1908	-0.09728943886
1909	-0.09728327441
1910	-0.09727966978
1911	-0.09726030751
1912	-0.0972539597
1913	-0.097242731
1914	-0.09722883412
1915	-0.09722260768
1916	-0.09721899291
1917	-0.0972112464
1918	-0.09718402223
1919	-0.0971791591
1920	-0.09717424751
1921	-0.09716949677
1922	-0.09716352064
1923	-0.09715102348
1924	-0.09713776861
1925	-0.09712067011
1926	-0.09711098525
1927	-0.09710821479
1928	-0.0970975858
1929	-0.09708678774
1930	-0.09708113063
1931	-0.09707390786
1932	-0.09706772303
1933	-0.09706255397
1934	-0.09705543687
1935	-0.09704829439
1936	-0.09704291729
1937	-0.09703769788
1938	-0.0970347343
1939	-0.09702834554
1940	-0.09701700549
1941	-0.09701165285
1942	-0.09699739696
1943	-0.09698903632
1944	-0.09697891366
1945	-0.09697086947
1946	-0.09696895036
1947	-0.0969662145
1948	-0.09695544512
1949	-0.09695081694
1950	-0.0969456026
1951	-0.09693926229
1952	-0.09693641145
1953	-0.09693055204
1954	-0.09692094711
1955	-0.09691037029
1956	-0.09690201398
1957	-0.09689071275
1958	-0.09688491641
1959	-0.09687730552
1960	-0.0968742432
1961	-0.09687106705
1962	-0.09686305604
1963	-0.09684642168
1964	-0.09683404798
1965	-0.09682666814
1966	-0.0968226897
1967	-0.09682023598
1968	-0.09680767869
1969	-0.09680334725
1970	-0.09679851289
1971	-0.09679168865
1972	-0.09678753958
1973	-0.0967811973
1974	-0.09677308666
1975	-0.09677157965
1976	-0.09676387304
1977	-0.09675938118
1978	-0.09675565877
1979	-0.09675010153
1980	-0.09674675293
1981	-0.09674426339
1982	-0.09672817376
1983	-0.09672127679
1984	-0.09671523363
1985	-0.09670803387
1986	-0.09670358621
1987	-0.09669902656
1988	-0.09669286591
1989	-0.09668379836
1990	-0.09668025018
1991	-0.09667340402
1992	-0.0966682781
1993	-0.09665739986
1994	-0.09665344076
1995	-0.09664508006
1996	-0.09664205774
1997	-0.09661744715
1998	-0.09661104889
1999	-0.0966039281
2000	-0.09659022327
2001	-0.09658663895
2002	-0.09657368656
2003	-0.09656125445
2004	-0.09655615462
2005	-0.0965521532
2006	-0.09654725687
2007	-0.09654105826
2008	-0.09652862374
2009	-0.09652301133
2010	-0.09651501658
2011	-0.09651005776
2012	-0.09650537513
2013	-0.09650093537
2014	-0.09649281575
2015	-0.09648788903
2016	-0.09648194193
2017	-0.09647320372
2018	-0.09646918403
2019	-0.09646550882
2020	-0.09645816188
2021	-0.09645358019
2022	-0.09644819449
2023	-0.09644442159
2024	-0.09644086484
2025	-0.09642599775
2026	-0.09642319502
2027	-0.09641675424
2028	-0.09641097563
2029	-0.09639076411
2030	-0.09638672391
2031	-0.09637857254
2032	-0.09636821806
2033	-0.09636408882
2034	-0.09636102047
2035	-0.09635024012
2036	-0.09634597926
2037	-0.09631656031
2038	-0.09631074601
2039	-0.09630595979
2040	-0.09629802069
2041	-0.09628824652
2042	-0.09628263718
2043	-0.09627812959
2044	-0.09626088404
2045	-0.09624925581
2046	-0.09623782972
2047	-0.09622968229
2048	-0.09622419813
2049	-0.09621801636
2050	-0.09621342383
2051	-0.09620604434
2052	-0.09619805926
2053	-0.09618971373
2054	-0.09618411175
2055	-0.09617197455
2056	-0.09616495241
2057	-0.09615779215
2058	-0.09615444518
2059	-0.09614832135
2060	-0.09614581665
2061	-0.09613134692
2062	-0.09612448569
2063	-0.09612145903
2064	-0.09611336914
2065	-0.09610584049
2066	-0.09610050895
2067	-0.09609627625
2068	-0.09609322128
2069	-0.09609024131
2070	-0.09608291168
2071	-0.09607356146
2072	-0.09606911027
2073	-0.09606485625
2074	-0.09605930866
2075	-0.09605249044
2076	-0.09604458251
2077	-0.09601598112
2078	-0.0960105595
2079	-0.0960061359
2080	-0.09599657945
2081	-0.09598867874
2082	-0.09598413477
2083	-0.09597888106
2084	-0.09595987986
2085	-0.09595218014
2086	-0.09594128312
2087	-0.0959304207
2088	-0.09592514679
2089	-0.09592179853
2090	-0.09591032714
2091	-0.09589991837
2092	-0.0958973599
2093	-0.09589195964
2094	-0.09587727552
2095	-0.09587231288
2096	-0.09586528942
2097	-0.09585987019
2098	-0.09585597823
2099	-0.09585286506
2100	-0.09584645324
2101	-0.09582720011
2102	-0.09582188793
2103	-0.09581374576
2104	-0.09580635593
2105	-0.09579681365
2106	-0.09578975204
2107	-0.095784853
2108	-0.09577582922
2109	-0.09576753692
2110	-0.09575935602
2111	-0.09575463619
2112	-0.09574709655
2113	-0.09573532693
2114	-0.0957304485
2115	-0.09571765366
2116	-0.09569996782
2117	-0.09569612156
2118	-0.09568802555
2119	-0.09568096146
2120	-0.09567593003
2121	-0.09565855988
2122	-0.09565283586
2123	-0.09564420442
2124	-0.09563418164
2125	-0.0956304575
2126	-0.09562373181
2127	-0.09560767748
2128	-0.09559626824
2129	-0.09559227424
2130	-0.09558817238
2131	-0.09557653598
2132	-0.09556551963
2133	-0.09556120398
2134	-0.09555774655
2135	-0.09555248556
2136	-0.09554614985
2137	-0.09554406585
2138	-0.09553969247
2139	-0.09553480582
2140	-0.09552906242
2141	-0.09552469982
2142	-0.09551793876
2143	-0.09551191021
2144	-0.09550623534
2145	-0.0955001169
2146	-0.0954952132
2147	-0.09548354511
2148	-0.09547053401
2149	-0.09546928346
2150	-0.09546702928
2151	-0.09546330685
2152	-0.09545567875
2153	-0.09543871401
2154	-0.09543644375
2155	-0.09543045142
2156	-0.0954274889
2157	-0.09541642837
2158	-0.09540834119
2159	-0.09540413723
2160	-0.09539970561
2161	-0.09539601079
2162	-0.09538679186
2163	-0.09537081724
2164	-0.09536000435
2165	-0.09535180568
2166	-0.09534794189
2167	-0.0953442718
2168	-0.09534083114
2169	-0.09533150192
2170	-0.09532389559
2171	-0.09531691755
2172	-0.09531132468
2173	-0.09529283748
2174	-0.09529085393
2175	-0.09528785582
2176	-0.09528286871
2177	-0.09527901292
2178	-0.09527061543
2179	-0.09526738501
2180	-0.09526484667
2181	-0.09525963838
2182	-0.09525618149
2183	-0.09525136146
2184	-0.09524530226
2185	-0.09523098774
2186	-0.09522451254
2187	-0.09521616368
2188	-0.09521147111
2189	-0.0952075684
2190	-0.09519900518
2191	-0.09519504269
2192	-0.09518511881
2193	-0.09517859746
2194	-0.09517352101
2195	-0.09517055075
2196	-0.09516770907
2197	-0.09516012744
2198	-0.09515497523
2199	-0.09514560831
2200	-0.09514398033
2201	-0.09514018589
2202	-0.09513376401
2203	-0.0951213413
2204	-0.09511373388
2205	-0.09510768019
2206	-0.09510552145
2207	-0.09508999517
2208	-0.09508452002
2209	-0.09508072343
2210	-0.09507638705
2211	-0.09507165668
2212	-0.09506943406
2213	-0.09506541355
2214	-0.09506135107
2215	-0.09505713807
2216	-0.09504893812
2217	-0.09504507985
2218	-0.09504112751
2219	-0.09503876137
2220	-0.09503586681
2221	-0.09501815164
2222	-0.09501241698
2223	-0.09500878457
2224	-0.09500358089
2225	-0.09499991023
2226	-0.09499460733
2227	-0.09498807974
2228	-0.09498244445
2229	-0.09498010417
2230	-0.09496926875
2231	-0.09496624717
2232	-0.09496305842
2233	-0.0949556446
2234	-0.094951642
2235	-0.09494164392
2236	-0.09493616608
2237	-0.09493173894
2238	-0.09492513956
2239	-0.09491898253
2240	-0.09491128344
2241	-0.09490612412
2242	-0.09490352774
2243	-0.09489673903
2244	-0.09487973971
2245	-0.09487439223
2246	-0.09486788301
2247	-0.09485705901
2248	-0.0948542453
2249	-0.09484968147
2250	-0.09483426199
2251	-0.09483065327
2252	-0.0948270768
2253	-0.09482213862
2254	-0.09481594656
2255	-0.09481089242
2256	-0.09480675688
2257	-0.09480323959
2258	-0.09480034998
2259	-0.09479154032
2260	-0.09478434905
2261	-0.09478015279
2262	-0.09477507641
2263	-0.09476187475
2264	-0.09475056027
2265	-0.09474708891
2266	-0.09474323558
2267	-0.09474199392
2268	-0.09473819807
2269	-0.09473281093
2270	-0.09472572549
2271	-0.09472261197
2272	-0.09471298225
2273	-0.09470191063
2274	-0.09469959107
2275	-0.09469568181
2276	-0.09469319741
2277	-0.09468879886
2278	-0.09468162399
2279	-0.09467619613
2280	-0.09467134357
2281	-0.09466779026
2282	-0.09466279039
2283	-0.09465259127
2284	-0.09464633992
2285	-0.09463585145
2286	-0.09463222446
2287	-0.09462728781
2288	-0.09462384185
2289	-0.09461900808
2290	-0.09461099521
2291	-0.09460827974
2292	-0.09460097862
2293	-0.09459750582
2294	-0.09459328319
2295	-0.09458971796
2296	-0.09457379462
2297	-0.09457229182
2298	-0.09456635198
2299	-0.09456346368
2300	-0.09455874171
2301	-0.09455539697
2302	-0.09455032577
2303	-0.09454594771
2304	-0.09454436443
2305	-0.09454264871
2306	-0.09454021952
2307	-0.09453512092
2308	-0.09452652819
2309	-0.09452416205
2310	-0.09452124209
2311	-0.09451469728
2312	-0.09450931948
2313	-0.09450535466
2314	-0.09449434986
2315	-0.09449282562
2316	-0.09448829563
2317	-0.09448360856
2318	-0.09447872462
2319	-0.09447507483
2320	-0.09447223719
2321	-0.09446979153
2322	-0.09446059454
2323	-0.09445803535
2324	-0.09445169648
2325	-0.09444900516
2326	-0.09444629506
2327	-0.09444358348
2328	-0.09444214947
2329	-0.09443602136
2330	-0.09442962301
2331	-0.09442417976
2332	-0.09442168704
2333	-0.09441484923
2334	-0.09441052581
2335	-0.09440513349
2336	-0.09439612471
2337	-0.09438772302
2338	-0.09438525695
2339	-0.09437846672
2340	-0.0943755639
2341	-0.09436936188
2342	-0.09436446098
2343	-0.09436054148
2344	-0.09435652296
2345	-0.09435472253
2346	-0.09435224668
2347	-0.09434957846
2348	-0.09434638014
2349	-0.09434102792
2350	-0.09433875837
2351	-0.09433620072
2352	-0.09433217586
2353	-0.09432681918
2354	-0.09432508328
2355	-0.09432204208
2356	-0.09431764796
2357	-0.09431089035
2358	-0.09430243952
2359	-0.0942923881
2360	-0.09428818398
2361	-0.09428394244
2362	-0.09427972854
2363	-0.09427576912
2364	-0.09426973582
2365	-0.09426716178
2366	-0.09426343558
2367	-0.09426101771
2368	-0.09425741125
2369	-0.09425011613
2370	-0.09424700108
2371	-0.09423924816
2372	-0.0942287965
2373	-0.09422446517
2374	-0.09421024931
2375	-0.09420682648
2376	-0.09420224309
2377	-0.09419834575
2378	-0.09418968541
2379	-0.09418278658
2380	-0.09418123471
2381	-0.09417683067
2382	-0.09417267954
2383	-0.09416061264
2384	-0.0941569748
2385	-0.09415454851
2386	-0.09414857239
2387	-0.0941440153
2388	-0.09412683221
2389	-0.09412245881
2390	-0.09411856579
2391	-0.09411448648
2392	-0.09410878057
2393	-0.09409259905
2394	-0.0940906159
2395	-0.09408669212
2396	-0.09407081281
2397	-0.09406183995
2398	-0.0940576147
2399	-0.09405101518
2400	-0.09404470427
2401	-0.09403337756
2402	-0.09402898187
2403	-0.09402278483
2404	-0.09401631419
2405	-0.09401025994
2406	-0.09400413306
2407	-0.09399817904
2408	-0.09399539054
2409	-0.09398494168
2410	-0.0939812238
2411	-0.0939777253
2412	-0.09397340932
2413	-0.09397114591
2414	-0.09396773439
2415	-0.09395647121
2416	-0.09395207713
2417	-0.09394518795
2418	-0.09393761137
2419	-0.09392930825
2420	-0.09392717173
2421	-0.09391196966
2422	-0.09390930652
2423	-0.09390513995
2424	-0.09390270534
2425	-0.0939004609
2426	-0.09389570102
2427	-0.09389291768
2428	-0.09388917772
2429	-0.09388554071
2430	-0.09388056881
2431	-0.09387093743
2432	-0.09386600475
2433	-0.09386036974
2434	-0.09385559395
2435	-0.0938528688
2436	-0.09385139653
2437	-0.09382951444
2438	-0.09382695224
2439	-0.09382391197
2440	-0.09382141588
2441	-0.09381861153
2442	-0.09381407091
2443	-0.09381069384
2444	-0.09380807747
2445	-0.09379731551
2446	-0.0937942715
2447	-0.09379006249
2448	-0.09378494898
2449	-0.09378022795
2450	-0.09377823307
2451	-0.09377223111
2452	-0.09376489902
2453	-0.09375756818
2454	-0.09375178024
2455	-0.09374882355
2456	-0.09374245435
2457	-0.09374157316
2458	-0.09373681788
2459	-0.09373400742
2460	-0.09372802852
2461	-0.09372230362
2462	-0.09371959608
2463	-0.09371416872
2464	-0.09370914433
2465	-0.09370776125
2466	-0.0937046011
2467	-0.09370145879
2468	-0.0936895683
2469	-0.09368713288
2470	-0.09368310173
2471	-0.09367913132
2472	-0.09367203584
2473	-0.09366911129
2474	-0.09366738258
2475	-0.09366353902
2476	-0.09365835258
2477	-0.09365430799
2478	-0.09365044644
2479	-0.0936447645
2480	-0.09363833793
2481	-0.09363479953
2482	-0.09363203339
2483	-0.09362967392
2484	-0.09362073512
2485	-0.09361881388
2486	-0.09361614216
2487	-0.09361397275
2488	-0.09361069783
2489	-0.0936072292
2490	-0.09359703212
2491	-0.09359389845
2492	-0.09359218761
2493	-0.09358539943
2494	-0.09358386853
2495	-0.09358258223
2496	-0.09357788533
2497	-0.09357279168
2498	-0.09356777382
2499	-0.09355323801
2500	-0.09355148634
2501	-0.0935459535
2502	-0.09354260186
2503	-0.09353875565
2504	-0.09353371529
2505	-0.09353165666
2506	-0.09352820573
2507	-0.0935234861
2508	-0.0935193523
2509	-0.09351676145
2510	-0.09351396423
2511	-0.09350063319
2512	-0.09349798669
2513	-0.09349414714
2514	-0.09347605012
2515	-0.09347378819
2516	-0.09347098744
2517	-0.0934665388
2518	-0.09346177763
2519	-0.09345569866
2520	-0.09344288051
2521	-0.09343689516
2522	-0.0934327392
2523	-0.09342888166
2524	-0.09342374063
2525	-0.09341965075
2526	-0.09341332184
2527	-0.09341036438
2528	-0.09340468524
2529	-0.09340025985
2530	-0.09339751893
2531	-0.09339335535
2532	-0.09338571379
2533	-0.0933830113
2534	-0.0933802312
2535	-0.09337501761
2536	-0.09336382981
2537	-0.09336066003
2538	-0.09335613743
2539	-0.09335169751
2540	-0.09333555214
2541	-0.09332944245
2542	-0.09332615181
2543	-0.09332405111
2544	-0.09331764423
2545	-0.09331451587
2546	-0.09330822709
2547	-0.09330511356
2548	-0.09330431317
2549	-0.09329928609
2550	-0.09329437175
2551	-0.09328943668
2552	-0.09328619049
2553	-0.09328406983
2554	-0.09327934744
2555	-0.09326299376
2556	-0.09325690991
2557	-0.09324753211
2558	-0.09324490581
2559	-0.09324221042
2560	-0.09323888983
2561	-0.09323462783
2562	-0.09323279823
2563	-0.0932292073
2564	-0.09322411314
2565	-0.09321406859
2566	-0.09320204792
2567	-0.09319487505
2568	-0.09319150749
2569	-0.09318806355
2570	-0.09318113747
2571	-0.09317832585
2572	-0.09317416299
2573	-0.09316906122
2574	-0.09316444119
2575	-0.09316007806
2576	-0.09315201672
2577	-0.09314944573
2578	-0.09314577296
2579	-0.09314228735
2580	-0.09314065569
2581	-0.0931387674
2582	-0.09313706104
2583	-0.09313364045
2584	-0.09313137269
2585	-0.09312777973
2586	-0.09312421574
2587	-0.09312161497
2588	-0.09312031696
2589	-0.09311602139
2590	-0.09311058892
2591	-0.09310506634
2592	-0.09309894223
2593	-0.09309460445
2594	-0.09309060268
2595	-0.09308754074
2596	-0.09308160349
2597	-0.0930703083
2598	-0.09306836476
2599	-0.09306519289
2600	-0.09306270804
2601	-0.09305704485
2602	-0.09305142836
2603	-0.09304360282
2604	-0.09303987474
2605	-0.09303648076
2606	-0.09303401946
2607	-0.09303054574
2608	-0.09301303609
2609	-0.09301027295
2610	-0.09300018752
2611	-0.09299355018
2612	-0.09298796519
2613	-0.09298377725
2614	-0.09297897957
2615	-0.09297300694
2616	-0.09297005974
2617	-0.09296882794
2618	-0.09296184618
2619	-0.0929535489
2620	-0.09294900252
2621	-0.09294356242
2622	-0.09293996522
2623	-0.09293592194
2624	-0.09293278356
2625	-0.09292773798
2626	-0.09292565742
2627	-0.09291547942
2628	-0.09291318816
2629	-0.09290952318
2630	-0.09290736585
2631	-0.09290456454
2632	-0.09290024873
2633	-0.09289327177
2634	-0.09288121139
2635	-0.09287513601
2636	-0.0928732911
2637	-0.09287036971
2638	-0.09286891976
2639	-0.09286616003
2640	-0.09286477315
2641	-0.09285643356
2642	-0.09284846888
2643	-0.09284396987
2644	-0.09284244966
2645	-0.09283813197
2646	-0.09283622583
2647	-0.09283210431
2648	-0.09282919102
2649	-0.09282599956
