iter	MultiClass
146	-0.2413148699
147	-0.2405679257
148	-0.2397151406
149	-0.2388581655
150	-0.2379480033
151	-0.2368987425
152	-0.2359856232
153	-0.235349263
154	-0.2345941691
155	-0.2339049094
156	-0.2333346606
157	-0.2322678698
158	-0.231818961
159	-0.2312915041
160	-0.2305017193
161	-0.2295931343
162	-0.2288781702
163	-0.2281447566
164	-0.2276683882
165	-0.2270138441
166	-0.2263593354
167	-0.2257375088
168	-0.2248648768
169	-0.2239763696
170	-0.2231575817
171	-0.2224527245
172	-0.2221417379
173	-0.2214611066
174	-0.2203811674
175	-0.2198150177
176	-0.219015886
177	-0.2183655633
178	-0.2179804344
179	-0.2173462586
180	-0.2168586656
181	-0.2159721293
182	-0.2154324399
183	-0.2148824974
184	-0.2144919564
185	-0.2141073762
186	-0.2131369106
187	-0.2123159199
188	-0.2120613868
189	-0.2116061157
190	-0.2112100624
191	-0.2106701001
192	-0.2099916901
193	-0.209312383
194	-0.2086509128
195	-0.2082893284
196	-0.2076389964
197	-0.2069612517
198	-0.2066196157
199	-0.20609126
200	-0.2056224466
201	-0.2051143559
202	-0.2047246923
203	-0.2044034553
204	-0.2041875998
205	-0.2037592124
206	-0.2032230935
207	-0.2026852471
208	-0.2024074583
209	-0.2019846057
210	-0.2015401041
211	-0.2008887775
212	-0.2005372102
213	-0.1997015639
214	-0.1993419254
215	-0.1989759649
216	-0.1985900004
217	-0.1981207449
218	-0.1977029694
219	-0.1972297038
220	-0.1966599911
221	-0.196177155
222	-0.1958331709
223	-0.1952938865
224	-0.1950856777
225	-0.1947486415
226	-0.1941806302
227	-0.1939744259
228	-0.1935723901
229	-0.1933147442
230	-0.1930421521
231	-0.1927566052
232	-0.1921565972
233	-0.191824636
234	-0.1913252802
235	-0.1909594309
236	-0.1907277972
237	-0.1905018534
238	-0.1901338085
239	-0.1895633264
240	-0.1891314561
241	-0.188819734
242	-0.1884530008
243	-0.1880931475
244	-0.1878376886
245	-0.187500668
246	-0.1871168685
247	-0.1868378576
248	-0.1864814021
249	-0.1861723302
250	-0.1857950246
251	-0.1855503166
252	-0.185175675
253	-0.1849621365
254	-0.1844359945
255	-0.1840679021
256	-0.1837505542
257	-0.1835031754
258	-0.1829564563
259	-0.1823981388
260	-0.1821491482
261	-0.1819027218
262	-0.1816750688
263	-0.1811528858
264	-0.1807697875
265	-0.1803912939
266	-0.1799324348
267	-0.1796822751
268	-0.179502176
269	-0.1792329819
270	-0.1788022491
271	-0.1786845008
272	-0.178407401
273	-0.177978515
274	-0.1778373221
275	-0.1776608482
276	-0.177388853
277	-0.1771775151
278	-0.1768695162
279	-0.1766577811
280	-0.1764492819
281	-0.1760580519
282	-0.1757326264
283	-0.1755817676
284	-0.1753197498
285	-0.1752100632
286	-0.1749342835
287	-0.1747203417
288	-0.1741618811
289	-0.1739797599
290	-0.1737483652
291	-0.1734211216
292	-0.1729952669
293	-0.1727101469
294	-0.1723603226
295	-0.1722063029
296	-0.1719755511
297	-0.1717417405
298	-0.1715579978
299	-0.1713618338
300	-0.1711395495
301	-0.1708259481
302	-0.1703386505
303	-0.1700446221
304	-0.169814972
305	-0.1694885354
306	-0.1692835504
307	-0.1689577136
308	-0.1685371397
309	-0.1682908279
310	-0.1680725505
311	-0.1678638276
312	-0.1677048116
313	-0.167549325
314	-0.1674167944
315	-0.1669632306
316	-0.1667930532
317	-0.1666439273
318	-0.166502503
319	-0.1662247155
320	-0.1659534707
321	-0.1657083126
322	-0.1655577861
323	-0.1653928342
324	-0.1652079818
325	-0.1648032726
326	-0.1645043746
327	-0.1642831153
328	-0.1640034134
329	-0.1637674876
330	-0.1636852083
331	-0.1634178054
332	-0.1632598459
333	-0.1629380242
334	-0.1626868183
335	-0.1624751098
336	-0.1623424457
337	-0.1622348638
338	-0.1620707006
339	-0.1618386863
340	-0.1617314158
341	-0.1614932453
342	-0.1612081518
343	-0.1609628614
344	-0.1607829789
345	-0.1605557951
346	-0.1603336144
347	-0.1601598663
348	-0.1598363284
349	-0.1596200129
350	-0.1594564228
351	-0.1592440725
352	-0.1590462592
353	-0.1588651549
354	-0.1586669305
355	-0.1585084496
356	-0.1583490683
357	-0.1582739504
358	-0.1581641866
359	-0.15799603
360	-0.1579012441
361	-0.1578291592
362	-0.1576678988
363	-0.1574877009
364	-0.1572720847
365	-0.1571106885
366	-0.1568885305
367	-0.1568094146
368	-0.1564671198
369	-0.1563560928
370	-0.156151148
371	-0.1560797854
372	-0.1559074061
373	-0.1557178942
374	-0.155602336
375	-0.1553687156
376	-0.1552986645
377	-0.155108214
378	-0.1549454145
379	-0.1547423351
380	-0.1544932409
381	-0.1543412738
382	-0.1542501016
383	-0.1539758796
384	-0.1537666001
385	-0.1536605488
386	-0.153486685
387	-0.1532474388
388	-0.1531315709
389	-0.1530195388
390	-0.1529302715
391	-0.1527398814
392	-0.1525967731
393	-0.1523511077
394	-0.1521561404
395	-0.151995825
396	-0.1518358846
397	-0.1516561633
398	-0.1513894241
399	-0.1512609044
400	-0.1510677857
401	-0.1509320618
402	-0.1507932273
403	-0.1504467058
404	-0.1502532034
405	-0.1500430708
406	-0.1498843727
407	-0.1498200351
408	-0.1496990895
409	-0.1495807292
410	-0.1494522946
411	-0.1493151153
412	-0.149197771
413	-0.149082489
414	-0.1489021512
415	-0.1487371514
416	-0.1486450667
417	-0.1484104618
418	-0.1482615355
419	-0.1481716957
420	-0.1479018719
421	-0.1476711215
422	-0.1475513403
423	-0.147400085
424	-0.1472644266
425	-0.1470959821
426	-0.1470385914
427	-0.1469438246
428	-0.1467870266
429	-0.1466975141
430	-0.1465600711
431	-0.1464342418
432	-0.1463914101
433	-0.1461611515
434	-0.1460585509
435	-0.1459861017
436	-0.1457631412
437	-0.145625351
438	-0.1455466029
439	-0.1454306307
440	-0.1453569252
441	-0.1452159225
442	-0.1450789551
443	-0.144994657
444	-0.144897039
445	-0.1447819889
446	-0.1446910435
447	-0.1446176592
448	-0.1444634714
449	-0.1443259437
450	-0.1441559615
451	-0.144103436
452	-0.1440369825
453	-0.1439728098
454	-0.1438572144
455	-0.1437746341
456	-0.1436784878
457	-0.143581327
458	-0.1434986111
459	-0.1433437955
460	-0.1430968726
461	-0.1428922194
462	-0.142758822
463	-0.1427030672
464	-0.1425637452
465	-0.142463584
466	-0.1423351797
467	-0.1422740937
468	-0.142170385
469	-0.1420446712
470	-0.1418390602
471	-0.1417303434
472	-0.1416616318
473	-0.1415187544
474	-0.1413607178
475	-0.1411649713
476	-0.1410781004
477	-0.1409833861
478	-0.1408671204
479	-0.1407235471
480	-0.140655455
481	-0.1405518858
482	-0.140471799
483	-0.1404091484
484	-0.1403654702
485	-0.1402962516
486	-0.1400985789
487	-0.1399603637
488	-0.1398308977
489	-0.1395832873
490	-0.1394889065
491	-0.1394402996
492	-0.1393452011
493	-0.1391949402
494	-0.1390943031
495	-0.1390294441
496	-0.1389099509
497	-0.1387971833
498	-0.1387447822
499	-0.1386463921
500	-0.1385064543
501	-0.1384410658
502	-0.1383444585
503	-0.138128737
504	-0.1379864995
505	-0.1378720311
506	-0.1378160734
507	-0.1377229171
508	-0.1376346846
509	-0.137556324
510	-0.1374974695
511	-0.137409653
512	-0.1373278955
513	-0.1372584018
514	-0.1371836431
515	-0.1370911169
516	-0.1370089108
517	-0.136889891
518	-0.136852424
519	-0.1367745558
520	-0.1365286146
521	-0.1364241778
522	-0.1362915941
523	-0.1362079236
524	-0.1361181134
525	-0.1359656751
526	-0.1359371122
527	-0.1358893528
528	-0.1357720277
529	-0.1356750739
530	-0.1355728283
531	-0.1354914559
532	-0.1353506173
533	-0.1352714184
534	-0.1352162184
535	-0.1351168568
536	-0.1350037684
537	-0.1349556929
538	-0.1347903999
539	-0.1347055039
540	-0.1346328706
541	-0.1345015422
542	-0.134394704
543	-0.1343508858
544	-0.1342293104
545	-0.134165652
546	-0.1340941118
547	-0.1339991538
548	-0.1339008737
549	-0.1338277051
550	-0.1336917352
551	-0.133586642
552	-0.1334693697
553	-0.1332600912
554	-0.1331540887
555	-0.1331048903
556	-0.1329765789
557	-0.1329106235
558	-0.1327664535
559	-0.1327038982
560	-0.1326502882
561	-0.1325963179
562	-0.132492582
563	-0.1324387425
564	-0.132414905
565	-0.1323000768
566	-0.1322599759
567	-0.1321555747
568	-0.1321071916
569	-0.1320781042
570	-0.1320095957
571	-0.1319228443
572	-0.1318714238
573	-0.1318116404
574	-0.1317388222
575	-0.1315813321
576	-0.1315281446
577	-0.1313762587
578	-0.1313191969
579	-0.1312624881
580	-0.131238966
581	-0.1311797452
582	-0.1311439833
583	-0.1310661353
584	-0.1309536715
585	-0.1308967315
586	-0.130738818
587	-0.1307011894
588	-0.1306364784
589	-0.1305967807
590	-0.1304776905
591	-0.1304195836
592	-0.130315521
593	-0.1302283272
594	-0.130161569
595	-0.1301021339
596	-0.129983642
597	-0.1298678797
598	-0.1298130874
599	-0.1297119985
600	-0.1296309047
601	-0.1296013357
602	-0.1295277897
603	-0.1294639504
604	-0.1293695359
605	-0.1292820561
606	-0.129223965
607	-0.1291204074
608	-0.1290394548
609	-0.1289448476
610	-0.1288755308
611	-0.1288138334
612	-0.1287467117
613	-0.1286876413
614	-0.1286031752
615	-0.1285331592
616	-0.1283979025
617	-0.1283437026
618	-0.1282489316
619	-0.1281700668
620	-0.1281277745
621	-0.128051494
622	-0.1280110441
623	-0.1279571437
624	-0.12790911
625	-0.1278557588
626	-0.1277318198
627	-0.1276865775
628	-0.1276373521
629	-0.1275392275
630	-0.1274762747
631	-0.127431907
632	-0.127384182
633	-0.1273246215
634	-0.1272661796
635	-0.1271862629
636	-0.1271287876
637	-0.1270583059
638	-0.1270179121
639	-0.1268902556
640	-0.126826162
641	-0.1267338809
642	-0.1266811022
643	-0.1266448238
644	-0.1265914497
645	-0.1265183171
646	-0.1264506372
647	-0.1263990566
648	-0.1263063615
649	-0.1261618482
650	-0.126098849
651	-0.126064581
652	-0.1259839695
653	-0.1259240558
654	-0.1258481423
655	-0.1257982669
656	-0.125735162
657	-0.125700392
658	-0.1256322366
659	-0.1255857465
660	-0.1255557729
661	-0.1254707239
662	-0.1254206342
663	-0.1253622016
664	-0.1253237939
665	-0.125281043
666	-0.1252440907
667	-0.125114927
668	-0.1250426096
669	-0.1249050533
670	-0.1248727236
671	-0.1248206897
672	-0.1247567613
673	-0.1246654319
674	-0.1246168136
675	-0.1245768724
676	-0.1245102125
677	-0.1244268475
678	-0.1243799704
679	-0.1243190917
680	-0.1242438675
681	-0.1241807785
682	-0.1241576603
683	-0.1241212729
684	-0.1240940317
685	-0.1240378501
686	-0.1239626888
687	-0.1239291261
688	-0.1238787929
689	-0.123830017
690	-0.1238056803
691	-0.1237360219
692	-0.1236322707
693	-0.1235838381
694	-0.1235558348
695	-0.1234732251
696	-0.123403868
697	-0.1233664236
698	-0.123254063
699	-0.123205522
700	-0.1231218515
701	-0.1230606035
702	-0.1229645619
703	-0.122874345
704	-0.1228543275
705	-0.1228027122
706	-0.1227596662
707	-0.122726584
708	-0.122682827
709	-0.1226398457
710	-0.1225512798
711	-0.1225012466
712	-0.1224150691
713	-0.122385725
714	-0.1223578423
715	-0.1222955976
716	-0.1222109119
717	-0.1221500966
718	-0.1220867663
719	-0.1220423469
720	-0.1220199885
721	-0.1219862155
722	-0.1219552095
723	-0.1219243806
724	-0.1218637617
725	-0.1217974374
726	-0.1217317698
727	-0.1216995959
728	-0.1216439549
729	-0.1216093463
730	-0.121560941
731	-0.1215269668
732	-0.1215036339
733	-0.1214892447
734	-0.1214485514
735	-0.1214087771
736	-0.1213745625
737	-0.1213392255
738	-0.1212899432
739	-0.1212060898
740	-0.1211576871
741	-0.1210925417
742	-0.1210377317
743	-0.1209717708
744	-0.1209159487
745	-0.1208456686
746	-0.1208222095
747	-0.1207712602
748	-0.1207187853
749	-0.1206856654
750	-0.1206145408
751	-0.1205890942
752	-0.1205635626
753	-0.120507744
754	-0.1204489091
755	-0.1204076782
756	-0.1203554795
757	-0.1203081483
758	-0.1202692628
759	-0.1202334498
760	-0.1202050317
761	-0.1201676765
762	-0.1200566093
763	-0.1200228018
764	-0.1199471654
765	-0.1198915114
766	-0.1198274535
767	-0.1197423951
768	-0.1196394648
769	-0.1196176912
770	-0.1195732214
771	-0.1195565351
772	-0.1195176158
773	-0.1194752824
774	-0.1194357291
775	-0.1193848987
776	-0.1193473495
777	-0.1193090356
778	-0.1192737905
779	-0.1192428907
780	-0.1192041452
781	-0.1191308205
782	-0.1191088992
783	-0.1190924339
784	-0.1190411018
785	-0.1190070025
786	-0.1189656848
787	-0.1189198835
788	-0.1188622965
789	-0.1188267116
790	-0.1187792036
791	-0.1187430835
792	-0.1186983654
793	-0.1186573342
794	-0.1186088995
795	-0.1185641644
796	-0.1185190916
797	-0.1184671255
798	-0.1184398402
799	-0.1184006262
800	-0.1183405862
801	-0.11825991
802	-0.118204437
803	-0.1181617905
804	-0.1181268785
805	-0.118015485
806	-0.1179114203
807	-0.1178678977
808	-0.1178296525
809	-0.11781345
810	-0.1177815342
811	-0.1177137605
812	-0.1176780469
813	-0.1176496476
814	-0.1175894966
815	-0.1175522149
816	-0.117504392
817	-0.1174552045
818	-0.1174129891
819	-0.1173866606
820	-0.1173746618
821	-0.1173458133
822	-0.1173019441
823	-0.1172793904
824	-0.1172638365
825	-0.1172263886
826	-0.1171925053
827	-0.1171582089
828	-0.1171324884
829	-0.1171227745
830	-0.1170821841
831	-0.1170606398
832	-0.1170190184
833	-0.1169820144
834	-0.1169575208
835	-0.1169148666
836	-0.1168891921
837	-0.1168713348
838	-0.1168142381
839	-0.11675359
840	-0.1166970797
841	-0.1166578391
842	-0.1166229064
843	-0.1165899337
844	-0.1165593807
845	-0.1165190863
846	-0.1164851515
847	-0.1164529509
848	-0.1163844826
849	-0.1163633137
850	-0.116324206
851	-0.1162714198
852	-0.1162392712
853	-0.1162224558
854	-0.1161888013
855	-0.1161440384
856	-0.1160780254
857	-0.1160425992
858	-0.115984722
859	-0.1159547249
860	-0.1158999008
861	-0.1158497154
862	-0.115811825
863	-0.1157827329
864	-0.1157223956
865	-0.1156809028
866	-0.1156321939
867	-0.115611767
868	-0.1155630225
869	-0.1155372347
870	-0.1154532724
871	-0.1154272889
872	-0.1154128625
873	-0.115392666
874	-0.1153456805
875	-0.11530937
876	-0.1152444944
877	-0.1151862081
878	-0.1151611937
879	-0.1151440011
880	-0.1150880487
881	-0.1150578766
882	-0.1150152259
883	-0.1149769608
884	-0.1149449342
885	-0.1149182882
886	-0.1148951898
887	-0.1148386764
888	-0.1147916745
889	-0.1147578011
890	-0.1147253332
891	-0.1146985517
892	-0.114666835
893	-0.1146167851
894	-0.1146002087
895	-0.1145620401
896	-0.1144584493
897	-0.1144270862
898	-0.1143919444
899	-0.1143480075
900	-0.114323901
901	-0.1143039982
902	-0.1142707671
903	-0.114200593
904	-0.1141797991
905	-0.1141458839
906	-0.1140985786
907	-0.1140320215
908	-0.1140177891
909	-0.113999417
910	-0.1139724888
911	-0.1139449857
912	-0.1139228461
913	-0.1139028486
914	-0.1138793865
915	-0.1138464077
916	-0.1138267084
917	-0.1138005545
918	-0.113776188
919	-0.1137455799
920	-0.1137300543
921	-0.1136659694
922	-0.1136041176
923	-0.1135623336
924	-0.1135183951
925	-0.1134986776
926	-0.1134419075
927	-0.1134102478
928	-0.1133972549
929	-0.1133650417
930	-0.1133473707
931	-0.1133259278
932	-0.1132524195
933	-0.1132203386
934	-0.1131748029
935	-0.1131104618
936	-0.1130904146
937	-0.1130628598
938	-0.1130326746
939	-0.1129667263
940	-0.1129101866
941	-0.1128371844
942	-0.1127851481
943	-0.1127532704
944	-0.1127279291
945	-0.1126918518
946	-0.1126622309
947	-0.1126336804
948	-0.1125876917
949	-0.1125270489
950	-0.1125037307
951	-0.1124512945
952	-0.112428388
953	-0.1124002334
954	-0.1123783482
955	-0.1123255297
956	-0.1122990124
957	-0.1122830438
958	-0.1122573916
959	-0.1122327835
960	-0.1122057126
961	-0.1121626807
962	-0.1121350839
963	-0.1120998815
964	-0.1120870193
965	-0.1120558651
966	-0.11202967
967	-0.1119719781
968	-0.1119558375
969	-0.1119313499
970	-0.1118941212
971	-0.1118798112
972	-0.111856099
973	-0.1118251273
974	-0.11179179
975	-0.1117764988
976	-0.1117523377
977	-0.1117321634
978	-0.1117181065
979	-0.1116954662
980	-0.1116881104
981	-0.1116714093
982	-0.1115947239
983	-0.1115763612
984	-0.1115287472
985	-0.1114716371
986	-0.1114505491
987	-0.1114222191
988	-0.1114125498
989	-0.1113990097
990	-0.1113691858
991	-0.1113100708
992	-0.1112990332
993	-0.1112868628
994	-0.1112588568
995	-0.1112155913
996	-0.1111909421
997	-0.1111656408
998	-0.1111515211
999	-0.1111225534
1000	-0.1110668903
1001	-0.1110368459
1002	-0.111017464
1003	-0.1110044428
1004	-0.1109783134
1005	-0.1109526952
1006	-0.1109285336
1007	-0.1109171921
1008	-0.1108951693
1009	-0.1108805556
1010	-0.1108695896
1011	-0.1108473195
1012	-0.1108264877
1013	-0.1108220317
1014	-0.110799497
1015	-0.1107772909
1016	-0.1107612285
1017	-0.1107447051
1018	-0.1107091224
1019	-0.1106934328
1020	-0.1106526976
1021	-0.1106134101
1022	-0.1105874524
1023	-0.1105761983
1024	-0.1105610811
1025	-0.1104845555
1026	-0.1104682118
1027	-0.1104485054
1028	-0.1104277274
1029	-0.1104085702
1030	-0.1103989073
1031	-0.1103811133
1032	-0.1103344656
1033	-0.1103237686
1034	-0.1103015584
1035	-0.1102637463
1036	-0.1102365893
1037	-0.1101943887
1038	-0.1101815352
1039	-0.1101631394
1040	-0.1101376344
1041	-0.1101149501
1042	-0.1100911129
1043	-0.110063992
1044	-0.1100108984
1045	-0.1099849535
1046	-0.1099738013
1047	-0.1099607538
1048	-0.1099463215
1049	-0.1099299354
1050	-0.1098934079
1051	-0.1098565173
1052	-0.1097937333
1053	-0.1097303979
1054	-0.1097060483
1055	-0.109686084
1056	-0.1096707893
1057	-0.1096460184
1058	-0.1096313933
1059	-0.1095946837
1060	-0.1095685529
1061	-0.1095565941
1062	-0.1094901669
1063	-0.1094614339
1064	-0.1094450823
1065	-0.109434035
1066	-0.109412175
1067	-0.1093759576
1068	-0.1093488542
1069	-0.1093367416
1070	-0.1093007495
1071	-0.109273759
1072	-0.1092501575
1073	-0.1092042663
1074	-0.1091847702
1075	-0.1091514093
1076	-0.1091308931
1077	-0.1091125872
1078	-0.1091018958
1079	-0.1090797767
1080	-0.109071717
1081	-0.1090564237
1082	-0.1090382235
1083	-0.109026074
1084	-0.1090099745
1085	-0.1089912941
1086	-0.1089562234
1087	-0.108927019
1088	-0.1088848627
1089	-0.1088601004
1090	-0.1088371112
1091	-0.1088130366
1092	-0.1087841132
1093	-0.1087648896
1094	-0.1087496266
1095	-0.1087225009
1096	-0.1087080135
1097	-0.1086856849
1098	-0.108679018
1099	-0.1086705915
1100	-0.108654839
1101	-0.1086402305
1102	-0.1086244051
1103	-0.1086098328
1104	-0.108594088
1105	-0.108563571
1106	-0.1085310599
1107	-0.10850114
1108	-0.1084856762
1109	-0.1084707888
1110	-0.108408996
1111	-0.1083940082
1112	-0.1083686345
1113	-0.1083522196
1114	-0.1083291845
1115	-0.1083055715
1116	-0.108279105
1117	-0.1082370115
1118	-0.1082095139
1119	-0.1081965195
1120	-0.1081760238
1121	-0.1081622548
1122	-0.1081385926
1123	-0.1081189012
1124	-0.1080821581
1125	-0.1080651576
1126	-0.108055031
1127	-0.1080035518
1128	-0.107953601
1129	-0.1079347185
1130	-0.1079084163
1131	-0.1078979451
1132	-0.1078587985
1133	-0.1078280455
1134	-0.107815103
1135	-0.1077799657
1136	-0.1077751332
1137	-0.1077665338
1138	-0.1077452321
1139	-0.1077324687
1140	-0.1077162776
1141	-0.1076900712
1142	-0.1076716707
1143	-0.1076588602
1144	-0.10765245
1145	-0.1076337425
1146	-0.1076259012
1147	-0.1075804302
1148	-0.1075516985
1149	-0.1075340584
1150	-0.1075122513
1151	-0.1074497696
1152	-0.1074264442
1153	-0.1074173052
1154	-0.1073902865
1155	-0.1073769367
1156	-0.107359557
1157	-0.1073323882
1158	-0.1073186558
1159	-0.1072885204
1160	-0.1072633229
1161	-0.1072407013
1162	-0.107225643
1163	-0.1072023335
1164	-0.1071949351
1165	-0.1071748659
1166	-0.1071551615
1167	-0.1071300934
1168	-0.107113283
1169	-0.1070751041
1170	-0.1070576137
1171	-0.1070246941
1172	-0.1070078829
1173	-0.1069628135
1174	-0.1069534957
1175	-0.1069326442
1176	-0.1069115877
1177	-0.1069002346
1178	-0.1068728675
1179	-0.1068414614
1180	-0.1068092472
1181	-0.1067963384
1182	-0.106770927
1183	-0.1067491934
1184	-0.1067211046
1185	-0.1067021627
1186	-0.1066933674
1187	-0.1066726332
1188	-0.1066633833
1189	-0.1066404019
1190	-0.1066240015
1191	-0.1065954219
1192	-0.1065822607
1193	-0.1065496035
1194	-0.1065119807
1195	-0.1064998883
1196	-0.1064845017
1197	-0.1064668963
1198	-0.1064548275
1199	-0.1064227624
1200	-0.1063942005
1201	-0.1063772773
1202	-0.1063616291
1203	-0.1063443659
1204	-0.1063382901
1205	-0.1063190045
1206	-0.106310459
1207	-0.1062892265
1208	-0.1062766371
1209	-0.106255528
1210	-0.1062412636
1211	-0.1062280222
1212	-0.1062126475
1213	-0.1061925208
1214	-0.1061698563
1215	-0.1061615691
1216	-0.1061489399
1217	-0.1061401153
1218	-0.1061150763
1219	-0.1060890015
1220	-0.1060746324
1221	-0.1060698008
1222	-0.1060278475
1223	-0.1060013321
1224	-0.1059805121
1225	-0.1059727767
1226	-0.1059526463
1227	-0.1059372441
1228	-0.1059193908
1229	-0.1058948627
1230	-0.1058693169
1231	-0.105855889
1232	-0.10584057
1233	-0.1058221494
1234	-0.1058070288
1235	-0.1057975806
1236	-0.1057822573
1237	-0.1057436481
1238	-0.1057236847
1239	-0.1057031718
1240	-0.1056529119
1241	-0.1056406378
1242	-0.1056344647
1243	-0.1056214599
1244	-0.105611817
1245	-0.1055955552
1246	-0.105583212
1247	-0.1055376663
1248	-0.1055182923
1249	-0.1054961322
1250	-0.1054592052
1251	-0.105452172
1252	-0.1054440871
1253	-0.1054299656
1254	-0.105415812
1255	-0.1054017117
1256	-0.1053767942
1257	-0.1053427353
1258	-0.105327576
1259	-0.1053092194
1260	-0.1052985989
1261	-0.1052825008
1262	-0.1052685536
1263	-0.1052517445
1264	-0.1052287467
1265	-0.1052215694
1266	-0.105197151
1267	-0.1051823805
1268	-0.1051663451
1269	-0.1051434141
1270	-0.1051176881
1271	-0.1050970324
1272	-0.1050652321
1273	-0.1050462884
1274	-0.105037003
1275	-0.1050029116
1276	-0.1049898889
1277	-0.1049668968
1278	-0.1049473017
1279	-0.1049348179
1280	-0.1048942901
1281	-0.1048654015
1282	-0.104833919
1283	-0.104822054
1284	-0.1047987391
1285	-0.1047761921
1286	-0.1047678043
1287	-0.1047530788
1288	-0.1047412129
1289	-0.1047301536
1290	-0.1047236833
1291	-0.1047105252
1292	-0.104698367
1293	-0.1046593947
1294	-0.1046424442
1295	-0.1046373352
1296	-0.1046214077
1297	-0.1046007069
1298	-0.1045807649
1299	-0.10457345
1300	-0.1045574142
1301	-0.1045316638
1302	-0.1045180183
1303	-0.1044815946
1304	-0.1044621566
1305	-0.1044368246
1306	-0.1044141556
1307	-0.1043871338
1308	-0.1043768657
1309	-0.1043543433
1310	-0.1043488862
1311	-0.1043279349
1312	-0.1042941124
1313	-0.104287108
1314	-0.1042711542
1315	-0.1042626149
1316	-0.1042533119
1317	-0.1042346095
1318	-0.104224254
1319	-0.1042136289
1320	-0.1041986801
1321	-0.1041584172
1322	-0.1041490512
1323	-0.1041394532
1324	-0.1041242855
1325	-0.1041111686
1326	-0.1040995822
1327	-0.1040837893
1328	-0.1040670656
1329	-0.1040591604
1330	-0.1040378725
1331	-0.1040289959
1332	-0.1039958565
1333	-0.1039819729
1334	-0.10397088
1335	-0.1039544531
1336	-0.1039318698
1337	-0.1039242589
1338	-0.1039164341
1339	-0.1039005578
1340	-0.1038880693
1341	-0.1038749517
1342	-0.1038605377
1343	-0.103853107
1344	-0.1038417465
1345	-0.1038276703
1346	-0.1038049262
1347	-0.1037899201
1348	-0.1037750498
1349	-0.1037620893
1350	-0.1037544362
1351	-0.1037253654
1352	-0.1037059433
1353	-0.1036886259
1354	-0.1036708297
1355	-0.1036568248
1356	-0.1036271596
1357	-0.1036127685
1358	-0.1035911692
1359	-0.1035842726
1360	-0.1035711838
1361	-0.1035437723
1362	-0.1035235997
1363	-0.1035190315
1364	-0.1035100496
1365	-0.1034908343
1366	-0.1034768159
1367	-0.1034614789
1368	-0.1034472409
1369	-0.1034349354
1370	-0.1034186697
1371	-0.1034017975
1372	-0.103373143
1373	-0.1033634829
1374	-0.1033440194
1375	-0.1033306933
